"Team","Rank","id","ye","mo","Date"
"Turks and Caicos Islands",195,67,1999,11,"1999-11"
"São Tomé e Príncipe",196,67,1999,11,"1999-11"
"Somalia",197,67,1999,11,"1999-11"
"Mongolia",198,67,1999,11,"1999-11"
"American Samoa",199,67,1999,11,"1999-11"
"Guam",200,67,1999,11,"1999-11"
"Montserrat",201,67,1999,11,"1999-11"
"Anguilla",202,67,1999,11,"1999-11"
"Brazil",1,68,1999,12,"1999-12"
"Czech Republic",2,68,1999,12,"1999-12"
"France",3,68,1999,12,"1999-12"
"Spain",4,68,1999,12,"1999-12"
"Germany",5,68,1999,12,"1999-12"
"Argentina",6,68,1999,12,"1999-12"
"Norway",7,68,1999,12,"1999-12"
"Romania",8,68,1999,12,"1999-12"
"Croatia",9,68,1999,12,"1999-12"
"Mexico",10,68,1999,12,"1999-12"
"Denmark",11,68,1999,12,"1999-12"
"England",12,68,1999,12,"1999-12"
"Yugoslavia",13,68,1999,12,"1999-12"
"Italy",14,68,1999,12,"1999-12"
"Portugal",15,68,1999,12,"1999-12"
"Sweden",16,68,1999,12,"1999-12"
"Paraguay",17,68,1999,12,"1999-12"
"Russia",18,68,1999,12,"1999-12"
"Netherlands",19,68,1999,12,"1999-12"
"Scotland",20,68,1999,12,"1999-12"
"Slovakia",21,68,1999,12,"1999-12"
"USA",22,68,1999,12,"1999-12"
"Chile",23,68,1999,12,"1999-12"
"Morocco",24,68,1999,12,"1999-12"
"Colombia",25,68,1999,12,"1999-12"
"Israel",26,68,1999,12,"1999-12"
"Ukraine",27,68,1999,12,"1999-12"
"Austria",28,68,1999,12,"1999-12"
"Turkey",29,68,1999,12,"1999-12"
"South Africa",30,68,1999,12,"1999-12"
"Tunisia",31,68,1999,12,"1999-12"
"Poland",32,68,1999,12,"1999-12"
"Belgium",33,68,1999,12,"1999-12"
"Greece",34,68,1999,12,"1999-12"
"Republic of Ireland",35,68,1999,12,"1999-12"
"Zambia",36,68,1999,12,"1999-12"
"Bulgaria",37,68,1999,12,"1999-12"
"Egypt",38,68,1999,12,"1999-12"
"Saudi Arabia",39,68,1999,12,"1999-12"
"Slovenia",40,68,1999,12,"1999-12"
"Jamaica",41,68,1999,12,"1999-12"
"Peru",42,68,1999,12,"1999-12"
"Iceland",43,68,1999,12,"1999-12"
"Trinidad and Tobago",44,68,1999,12,"1999-12"
"Hungary",45,68,1999,12,"1999-12"
"Uruguay",46,68,1999,12,"1999-12"
"Switzerland",47,68,1999,12,"1999-12"
"Ghana",48,68,1999,12,"1999-12"
"Iran",49,68,1999,12,"1999-12"
"Lithuania",50,68,1999,12,"1999-12"
"Korea Republic",51,68,1999,12,"1999-12"
"Angola",52,68,1999,12,"1999-12"
"Côte d'Ivoire",53,68,1999,12,"1999-12"
"United Arab Emirates",54,68,1999,12,"1999-12"
"Uzbekistan",55,68,1999,12,"1999-12"
"Finland",56,68,1999,12,"1999-12"
"Japan",57,68,1999,12,"1999-12"
"Cameroon",58,68,1999,12,"1999-12"
"Congo DR",59,68,1999,12,"1999-12"
"Thailand",60,68,1999,12,"1999-12"
"Bolivia",61,68,1999,12,"1999-12"
"Latvia",62,68,1999,12,"1999-12"
"Cyprus",63,68,1999,12,"1999-12"
"Costa Rica",64,68,1999,12,"1999-12"
"Ecuador",65,68,1999,12,"1999-12"
"Georgia",66,68,1999,12,"1999-12"
"Zimbabwe",67,68,1999,12,"1999-12"
"FYR Macedonia",68,68,1999,12,"1999-12"
"Honduras",69,68,1999,12,"1999-12"
"Estonia",70,68,1999,12,"1999-12"
"Burkina Faso",71,68,1999,12,"1999-12"
"Mali",72,68,1999,12,"1999-12"
"Guatemala",73,68,1999,12,"1999-12"
"Gabon",74,68,1999,12,"1999-12"
"Bosnia and Herzegovina",75,68,1999,12,"1999-12"
"Nigeria",76,68,1999,12,"1999-12"
"Cuba",77,68,1999,12,"1999-12"
"Iraq",78,68,1999,12,"1999-12"
"Senegal",79,68,1999,12,"1999-12"
"Namibia",80,68,1999,12,"1999-12"
"Canada",81,68,1999,12,"1999-12"
"Kuwait",82,68,1999,12,"1999-12"
"Albania",83,68,1999,12,"1999-12"
"Northern Ireland",84,68,1999,12,"1999-12"
"Armenia",85,68,1999,12,"1999-12"
"Algeria",86,68,1999,12,"1999-12"
"Togo",87,68,1999,12,"1999-12"
"China PR",88,68,1999,12,"1999-12"
"Australia",89,68,1999,12,"1999-12"
"Indonesia",90,68,1999,12,"1999-12"
"Guinea",91,68,1999,12,"1999-12"
"Oman",92,68,1999,12,"1999-12"
"Moldova",93,68,1999,12,"1999-12"
"Congo",94,68,1999,12,"1999-12"
"Belarus",95,68,1999,12,"1999-12"
"El Salvador",96,68,1999,12,"1999-12"
"Azerbaijan",97,68,1999,12,"1999-12"
"Wales",98,68,1999,12,"1999-12"
"Haiti",99,68,1999,12,"1999-12"
"New Zealand",100,68,1999,12,"1999-12"
"Mozambique",101,68,1999,12,"1999-12"
"Vietnam",102,68,1999,12,"1999-12"
"Kenya",103,68,1999,12,"1999-12"
"Singapore",104,68,1999,12,"1999-12"
"Liberia",105,68,1999,12,"1999-12"
"India",106,68,1999,12,"1999-12"
"Qatar",107,68,1999,12,"1999-12"
"Uganda",108,68,1999,12,"1999-12"
"Syria",109,68,1999,12,"1999-12"
"Venezuela",110,68,1999,12,"1999-12"
"Lebanon",111,68,1999,12,"1999-12"
"Faroe Islands",112,68,1999,12,"1999-12"
"Barbados",113,68,1999,12,"1999-12"
"Malawi",114,68,1999,12,"1999-12"
"Jordan",115,68,1999,12,"1999-12"
"Malta",116,68,1999,12,"1999-12"
"Malaysia",117,68,1999,12,"1999-12"
"Mauritius",118,68,1999,12,"1999-12"
"Tajikistan",119,68,1999,12,"1999-12"
"Sierra Leone",120,68,1999,12,"1999-12"
"Grenada",121,68,1999,12,"1999-12"
"Hong Kong",122,68,1999,12,"1999-12"
"Kazakhstan",123,68,1999,12,"1999-12"
"Luxembourg",124,68,1999,12,"1999-12"
"Liechtenstein",125,68,1999,12,"1999-12"
"Myanmar",126,68,1999,12,"1999-12"
"Swaziland",127,68,1999,12,"1999-12"
"Tanzania",128,68,1999,12,"1999-12"
"Turkmenistan",129,68,1999,12,"1999-12"
"Bangladesh",130,68,1999,12,"1999-12"
"Libya",131,68,1999,12,"1999-12"
"Sudan",132,68,1999,12,"1999-12"
"Burundi",133,68,1999,12,"1999-12"
"Madagascar",134,68,1999,12,"1999-12"
"Fiji",135,68,1999,12,"1999-12"
"Bahrain",136,68,1999,12,"1999-12"
"St. Kitts and Nevis",137,68,1999,12,"1999-12"
"Panama",138,68,1999,12,"1999-12"
"Tahiti",139,68,1999,12,"1999-12"
"Benin",140,68,1999,12,"1999-12"
"St. Vincent and the Grenadines",141,68,1999,12,"1999-12"
"Ethiopia",142,68,1999,12,"1999-12"
"Maldives",143,68,1999,12,"1999-12"
"Solomon Islands",144,68,1999,12,"1999-12"
"Andorra",145,68,1999,12,"1999-12"
"Rwanda",146,68,1999,12,"1999-12"
"Antigua and Barbuda",147,68,1999,12,"1999-12"
"Cayman Islands",148,68,1999,12,"1999-12"
"Dominica",149,68,1999,12,"1999-12"
"San Marino",150,68,1999,12,"1999-12"
"Gambia",151,68,1999,12,"1999-12"
"St. Lucia",152,68,1999,12,"1999-12"
"Sri Lanka",153,68,1999,12,"1999-12"
"Lesotho",154,68,1999,12,"1999-12"
"Dominican Republic",155,68,1999,12,"1999-12"
"Laos",156,68,1999,12,"1999-12"
"Nepal",157,68,1999,12,"1999-12"
"Yemen",158,68,1999,12,"1999-12"
"Kyrgyzstan",159,68,1999,12,"1999-12"
"Mauritania",160,68,1999,12,"1999-12"
"British Virgin Islands",161,68,1999,12,"1999-12"
"Suriname",162,68,1999,12,"1999-12"
"Bermuda",163,68,1999,12,"1999-12"
"Niger",164,68,1999,12,"1999-12"
"Botswana",165,68,1999,12,"1999-12"
"Chad",166,68,1999,12,"1999-12"
"Netherlands Antilles",167,68,1999,12,"1999-12"
"Cambodia",168,68,1999,12,"1999-12"
"Eritrea",169,68,1999,12,"1999-12"
"Palestine",170,68,1999,12,"1999-12"
"Guyana",171,68,1999,12,"1999-12"
"Korea DPR",172,68,1999,12,"1999-12"
"Guinea-Bissau",173,68,1999,12,"1999-12"
"Chinese Taipei",174,68,1999,12,"1999-12"
"Central African Republic",175,68,1999,12,"1999-12"
"Macau",176,68,1999,12,"1999-12"
"Cape Verde Islands",177,68,1999,12,"1999-12"
"Tonga",178,68,1999,12,"1999-12"
"Pakistan",179,68,1999,12,"1999-12"
"Samoa",180,68,1999,12,"1999-12"
"Philippines",181,68,1999,12,"1999-12"
"Cook Islands",182,68,1999,12,"1999-12"
"Papua New Guinea",183,68,1999,12,"1999-12"
"Vanuatu",184,68,1999,12,"1999-12"
"Brunei Darussalam",185,68,1999,12,"1999-12"
"Puerto Rico",186,68,1999,12,"1999-12"
"São Tomé e Príncipe",187,68,1999,12,"1999-12"
"Equatorial Guinea",188,68,1999,12,"1999-12"
"Bahamas",189,68,1999,12,"1999-12"
"Belize",190,68,1999,12,"1999-12"
"Aruba",191,68,1999,12,"1999-12"
"Seychelles",192,68,1999,12,"1999-12"
"Nicaragua",193,68,1999,12,"1999-12"
"US Virgin Islands",194,68,1999,12,"1999-12"
"Djibouti",195,68,1999,12,"1999-12"
"Turks and Caicos Islands",196,68,1999,12,"1999-12"
"Somalia",197,68,1999,12,"1999-12"
"Mongolia",198,68,1999,12,"1999-12"
"American Samoa",199,68,1999,12,"1999-12"
"Guam",200,68,1999,12,"1999-12"
"Montserrat",201,68,1999,12,"1999-12"
"Anguilla",202,68,1999,12,"1999-12"
"Brazil",1,69,2000,1,"2000-01"
"Czech Republic",2,69,2000,1,"2000-01"
"France",3,69,2000,1,"2000-01"
"Spain",4,69,2000,1,"2000-01"
"Germany",5,69,2000,1,"2000-01"
"Argentina",6,69,2000,1,"2000-01"
"Norway",7,69,2000,1,"2000-01"
"Romania",8,69,2000,1,"2000-01"
"Croatia",9,69,2000,1,"2000-01"
"Mexico",10,69,2000,1,"2000-01"
"Denmark",11,69,2000,1,"2000-01"
"England",12,69,2000,1,"2000-01"
"Yugoslavia",13,69,2000,1,"2000-01"
"Italy",14,69,2000,1,"2000-01"
"Portugal",15,69,2000,1,"2000-01"
"Sweden",16,69,2000,1,"2000-01"
"Paraguay",17,69,2000,1,"2000-01"
"Russia",18,69,2000,1,"2000-01"
"Netherlands",19,69,2000,1,"2000-01"
"Scotland",20,69,2000,1,"2000-01"
"Slovakia",21,69,2000,1,"2000-01"
"USA",22,69,2000,1,"2000-01"
"Chile",23,69,2000,1,"2000-01"
"Colombia",24,69,2000,1,"2000-01"
"Morocco",25,69,2000,1,"2000-01"
"Israel",26,69,2000,1,"2000-01"
"Ukraine",27,69,2000,1,"2000-01"
"Tunisia",28,69,2000,1,"2000-01"
"Austria",29,69,2000,1,"2000-01"
"Turkey",30,69,2000,1,"2000-01"
"South Africa",31,69,2000,1,"2000-01"
"Poland",32,69,2000,1,"2000-01"
"Belgium",33,69,2000,1,"2000-01"
"Greece",34,69,2000,1,"2000-01"
"Republic of Ireland",35,69,2000,1,"2000-01"
"Zambia",36,69,2000,1,"2000-01"
"Bulgaria",37,69,2000,1,"2000-01"
"Egypt",38,69,2000,1,"2000-01"
"Saudi Arabia",39,69,2000,1,"2000-01"
"Slovenia",40,69,2000,1,"2000-01"
"Jamaica",41,69,2000,1,"2000-01"
"Peru",42,69,2000,1,"2000-01"
"Iran",43,69,2000,1,"2000-01"
"Iceland",44,69,2000,1,"2000-01"
"Trinidad and Tobago",45,69,2000,1,"2000-01"
"Hungary",46,69,2000,1,"2000-01"
"Uruguay",47,69,2000,1,"2000-01"
"Switzerland",48,69,2000,1,"2000-01"
"Côte d'Ivoire",49,69,2000,1,"2000-01"
"Ghana",50,69,2000,1,"2000-01"
"Lithuania",51,69,2000,1,"2000-01"
"Korea Republic",52,69,2000,1,"2000-01"
"Angola",53,69,2000,1,"2000-01"
"United Arab Emirates",54,69,2000,1,"2000-01"
"Uzbekistan",55,69,2000,1,"2000-01"
"Finland",56,69,2000,1,"2000-01"
"Cameroon",57,69,2000,1,"2000-01"
"Japan",58,69,2000,1,"2000-01"
"Congo DR",59,69,2000,1,"2000-01"
"Thailand",60,69,2000,1,"2000-01"
"Bolivia",61,69,2000,1,"2000-01"
"Latvia",62,69,2000,1,"2000-01"
"Cyprus",63,69,2000,1,"2000-01"
"Costa Rica",64,69,2000,1,"2000-01"
"Ecuador",65,69,2000,1,"2000-01"
"Georgia",66,69,2000,1,"2000-01"
"Zimbabwe",67,69,2000,1,"2000-01"
"FYR Macedonia",68,69,2000,1,"2000-01"
"Estonia",69,69,2000,1,"2000-01"
"Mali",70,69,2000,1,"2000-01"
"Honduras",71,69,2000,1,"2000-01"
"Gabon",72,69,2000,1,"2000-01"
"Guatemala",73,69,2000,1,"2000-01"
"Burkina Faso",74,69,2000,1,"2000-01"
"Bosnia and Herzegovina",75,69,2000,1,"2000-01"
"Nigeria",76,69,2000,1,"2000-01"
"Cuba",77,69,2000,1,"2000-01"
"Iraq",78,69,2000,1,"2000-01"
"Senegal",79,69,2000,1,"2000-01"
"Canada",80,69,2000,1,"2000-01"
"Namibia",81,69,2000,1,"2000-01"
"Kuwait",82,69,2000,1,"2000-01"
"Albania",83,69,2000,1,"2000-01"
"Northern Ireland",84,69,2000,1,"2000-01"
"Armenia",85,69,2000,1,"2000-01"
"Algeria",86,69,2000,1,"2000-01"
"Togo",87,69,2000,1,"2000-01"
"China PR",88,69,2000,1,"2000-01"
"Indonesia",89,69,2000,1,"2000-01"
"Australia",90,69,2000,1,"2000-01"
"Guinea",91,69,2000,1,"2000-01"
"Oman",92,69,2000,1,"2000-01"
"Moldova",93,69,2000,1,"2000-01"
"Congo",94,69,2000,1,"2000-01"
"El Salvador",95,69,2000,1,"2000-01"
"Belarus",96,69,2000,1,"2000-01"
"Azerbaijan",97,69,2000,1,"2000-01"
"Wales",98,69,2000,1,"2000-01"
"Haiti",99,69,2000,1,"2000-01"
"New Zealand",100,69,2000,1,"2000-01"
"Mozambique",101,69,2000,1,"2000-01"
"Vietnam",102,69,2000,1,"2000-01"
"Kenya",103,69,2000,1,"2000-01"
"Singapore",104,69,2000,1,"2000-01"
"Liberia",105,69,2000,1,"2000-01"
"India",106,69,2000,1,"2000-01"
"Qatar",107,69,2000,1,"2000-01"
"Uganda",108,69,2000,1,"2000-01"
"Syria",109,69,2000,1,"2000-01"
"Venezuela",110,69,2000,1,"2000-01"
"Lebanon",111,69,2000,1,"2000-01"
"Faroe Islands",112,69,2000,1,"2000-01"
"Barbados",113,69,2000,1,"2000-01"
"Malawi",114,69,2000,1,"2000-01"
"Jordan",115,69,2000,1,"2000-01"
"Malta",116,69,2000,1,"2000-01"
"Malaysia",117,69,2000,1,"2000-01"
"Mauritius",118,69,2000,1,"2000-01"
"Hong Kong",119,69,2000,1,"2000-01"
"Tajikistan",120,69,2000,1,"2000-01"
"Sierra Leone",121,69,2000,1,"2000-01"
"Grenada",122,69,2000,1,"2000-01"
"Libya",123,69,2000,1,"2000-01"
"Luxembourg",124,69,2000,1,"2000-01"
"Kazakhstan",125,69,2000,1,"2000-01"
"Liechtenstein",126,69,2000,1,"2000-01"
"Myanmar",127,69,2000,1,"2000-01"
"Tanzania",128,69,2000,1,"2000-01"
"Swaziland",129,69,2000,1,"2000-01"
"Turkmenistan",130,69,2000,1,"2000-01"
"Bangladesh",131,69,2000,1,"2000-01"
"Sudan",132,69,2000,1,"2000-01"
"Burundi",133,69,2000,1,"2000-01"
"Madagascar",134,69,2000,1,"2000-01"
"Fiji",135,69,2000,1,"2000-01"
"Bahrain",136,69,2000,1,"2000-01"
"St. Kitts and Nevis",137,69,2000,1,"2000-01"
"St. Lucia",138,69,2000,1,"2000-01"
"Panama",139,69,2000,1,"2000-01"
"Tahiti",140,69,2000,1,"2000-01"
"Benin",141,69,2000,1,"2000-01"
"St. Vincent and the Grenadines",142,69,2000,1,"2000-01"
"Ethiopia",143,69,2000,1,"2000-01"
"Maldives",144,69,2000,1,"2000-01"
"Solomon Islands",145,69,2000,1,"2000-01"
"Andorra",146,69,2000,1,"2000-01"
"Rwanda",147,69,2000,1,"2000-01"
"Dominica",148,69,2000,1,"2000-01"
"Antigua and Barbuda",149,69,2000,1,"2000-01"
"Cayman Islands",150,69,2000,1,"2000-01"
"San Marino",151,69,2000,1,"2000-01"
"Gambia",152,69,2000,1,"2000-01"
"Sri Lanka",153,69,2000,1,"2000-01"
"Lesotho",154,69,2000,1,"2000-01"
"Dominican Republic",155,69,2000,1,"2000-01"
"Laos",156,69,2000,1,"2000-01"
"Nepal",157,69,2000,1,"2000-01"
"Yemen",158,69,2000,1,"2000-01"
"Kyrgyzstan",159,69,2000,1,"2000-01"
"Mauritania",160,69,2000,1,"2000-01"
"British Virgin Islands",161,69,2000,1,"2000-01"
"Suriname",162,69,2000,1,"2000-01"
"Bermuda",163,69,2000,1,"2000-01"
"Niger",164,69,2000,1,"2000-01"
"Botswana",165,69,2000,1,"2000-01"
"Chad",166,69,2000,1,"2000-01"
"Netherlands Antilles",167,69,2000,1,"2000-01"
"Eritrea",168,69,2000,1,"2000-01"
"Cambodia",169,69,2000,1,"2000-01"
"Palestine",170,69,2000,1,"2000-01"
"Guyana",171,69,2000,1,"2000-01"
"Korea DPR",172,69,2000,1,"2000-01"
"Guinea-Bissau",173,69,2000,1,"2000-01"
"Chinese Taipei",174,69,2000,1,"2000-01"
"Central African Republic",175,69,2000,1,"2000-01"
"Macau",176,69,2000,1,"2000-01"
"Cape Verde Islands",177,69,2000,1,"2000-01"
"Tonga",178,69,2000,1,"2000-01"
"Samoa",179,69,2000,1,"2000-01"
"Pakistan",180,69,2000,1,"2000-01"
"Philippines",181,69,2000,1,"2000-01"
"Cook Islands",182,69,2000,1,"2000-01"
"Papua New Guinea",183,69,2000,1,"2000-01"
"Vanuatu",184,69,2000,1,"2000-01"
"Brunei Darussalam",185,69,2000,1,"2000-01"
"Puerto Rico",186,69,2000,1,"2000-01"
"São Tomé e Príncipe",187,69,2000,1,"2000-01"
"Equatorial Guinea",188,69,2000,1,"2000-01"
"Bahamas",189,69,2000,1,"2000-01"
"Belize",190,69,2000,1,"2000-01"
"Aruba",191,69,2000,1,"2000-01"
"Seychelles",192,69,2000,1,"2000-01"
"Nicaragua",193,69,2000,1,"2000-01"
"US Virgin Islands",194,69,2000,1,"2000-01"
"Djibouti",195,69,2000,1,"2000-01"
"Turks and Caicos Islands",196,69,2000,1,"2000-01"
"Somalia",197,69,2000,1,"2000-01"
"American Samoa",198,69,2000,1,"2000-01"
"Mongolia",199,69,2000,1,"2000-01"
"Guam",200,69,2000,1,"2000-01"
"Montserrat",201,69,2000,1,"2000-01"
"Anguilla",202,69,2000,1,"2000-01"
"Brazil",1,70,2000,2,"2000-02"
"Czech Republic",2,70,2000,2,"2000-02"
"France",3,70,2000,2,"2000-02"
"Spain",4,70,2000,2,"2000-02"
"Germany",5,70,2000,2,"2000-02"
"Argentina",6,70,2000,2,"2000-02"
"Norway",7,70,2000,2,"2000-02"
"Romania",8,70,2000,2,"2000-02"
"Croatia",9,70,2000,2,"2000-02"
"Mexico",10,70,2000,2,"2000-02"
"England",11,70,2000,2,"2000-02"
"Denmark",12,70,2000,2,"2000-02"
"Yugoslavia",13,70,2000,2,"2000-02"
"Italy",14,70,2000,2,"2000-02"
"Portugal",15,70,2000,2,"2000-02"
"Sweden",16,70,2000,2,"2000-02"
"Paraguay",17,70,2000,2,"2000-02"
"Russia",18,70,2000,2,"2000-02"
"Netherlands",19,70,2000,2,"2000-02"
"Scotland",20,70,2000,2,"2000-02"
"South Africa",21,70,2000,2,"2000-02"
"USA",22,70,2000,2,"2000-02"
"Morocco",23,70,2000,2,"2000-02"
"Colombia",24,70,2000,2,"2000-02"
"Slovakia",25,70,2000,2,"2000-02"
"Chile",26,70,2000,2,"2000-02"
"Tunisia",27,70,2000,2,"2000-02"
"Ukraine",28,70,2000,2,"2000-02"
"Israel",29,70,2000,2,"2000-02"
"Austria",30,70,2000,2,"2000-02"
"Turkey",31,70,2000,2,"2000-02"
"Poland",32,70,2000,2,"2000-02"
"Belgium",33,70,2000,2,"2000-02"
"Cameroon",34,70,2000,2,"2000-02"
"Egypt",35,70,2000,2,"2000-02"
"Greece",36,70,2000,2,"2000-02"
"Republic of Ireland",37,70,2000,2,"2000-02"
"Zambia",38,70,2000,2,"2000-02"
"Bulgaria",39,70,2000,2,"2000-02"
"Saudi Arabia",40,70,2000,2,"2000-02"
"Slovenia",41,70,2000,2,"2000-02"
"Uruguay",42,70,2000,2,"2000-02"
"Iceland",43,70,2000,2,"2000-02"
"Peru",44,70,2000,2,"2000-02"
"Jamaica",45,70,2000,2,"2000-02"
"Côte d'Ivoire",46,70,2000,2,"2000-02"
"Iran",47,70,2000,2,"2000-02"
"Korea Republic",48,70,2000,2,"2000-02"
"Trinidad and Tobago",49,70,2000,2,"2000-02"
"Hungary",50,70,2000,2,"2000-02"
"Nigeria",51,70,2000,2,"2000-02"
"Switzerland",52,70,2000,2,"2000-02"
"Ghana",53,70,2000,2,"2000-02"
"Lithuania",54,70,2000,2,"2000-02"
"Finland",55,70,2000,2,"2000-02"
"Angola",56,70,2000,2,"2000-02"
"United Arab Emirates",57,70,2000,2,"2000-02"
"Uzbekistan",58,70,2000,2,"2000-02"
"China PR",59,70,2000,2,"2000-02"
"Georgia",60,70,2000,2,"2000-02"
"Cyprus",61,70,2000,2,"2000-02"
"Japan",62,70,2000,2,"2000-02"
"Costa Rica",63,70,2000,2,"2000-02"
"Congo DR",64,70,2000,2,"2000-02"
"Thailand",65,70,2000,2,"2000-02"
"Bolivia",66,70,2000,2,"2000-02"
"Latvia",67,70,2000,2,"2000-02"
"Ecuador",68,70,2000,2,"2000-02"
"Zimbabwe",69,70,2000,2,"2000-02"
"FYR Macedonia",70,70,2000,2,"2000-02"
"Algeria",71,70,2000,2,"2000-02"
"Estonia",72,70,2000,2,"2000-02"
"Guatemala",73,70,2000,2,"2000-02"
"Honduras",74,70,2000,2,"2000-02"
"Mali",75,70,2000,2,"2000-02"
"Burkina Faso",76,70,2000,2,"2000-02"
"Senegal",77,70,2000,2,"2000-02"
"Gabon",78,70,2000,2,"2000-02"
"Albania",79,70,2000,2,"2000-02"
"Kuwait",80,70,2000,2,"2000-02"
"Bosnia and Herzegovina",81,70,2000,2,"2000-02"
"Cuba",82,70,2000,2,"2000-02"
"Iraq",83,70,2000,2,"2000-02"
"Togo",84,70,2000,2,"2000-02"
"Canada",85,70,2000,2,"2000-02"
"Namibia",86,70,2000,2,"2000-02"
"Armenia",87,70,2000,2,"2000-02"
"Northern Ireland",88,70,2000,2,"2000-02"
"Moldova",89,70,2000,2,"2000-02"
"Indonesia",90,70,2000,2,"2000-02"
"Australia",91,70,2000,2,"2000-02"
"Oman",92,70,2000,2,"2000-02"
"Guinea",93,70,2000,2,"2000-02"
"Congo",94,70,2000,2,"2000-02"
"Vietnam",95,70,2000,2,"2000-02"
"Belarus",96,70,2000,2,"2000-02"
"El Salvador",97,70,2000,2,"2000-02"
"Azerbaijan",98,70,2000,2,"2000-02"
"Wales",99,70,2000,2,"2000-02"
"Haiti",100,70,2000,2,"2000-02"
"New Zealand",101,70,2000,2,"2000-02"
"Mozambique",102,70,2000,2,"2000-02"
"Singapore",103,70,2000,2,"2000-02"
"Kenya",104,70,2000,2,"2000-02"
"Liberia",105,70,2000,2,"2000-02"
"Qatar",106,70,2000,2,"2000-02"
"India",107,70,2000,2,"2000-02"
"Uganda",108,70,2000,2,"2000-02"
"Syria",109,70,2000,2,"2000-02"
"Venezuela",110,70,2000,2,"2000-02"
"Lebanon",111,70,2000,2,"2000-02"
"Faroe Islands",112,70,2000,2,"2000-02"
"Malta",113,70,2000,2,"2000-02"
"Barbados",114,70,2000,2,"2000-02"
"Malawi",115,70,2000,2,"2000-02"
"Jordan",116,70,2000,2,"2000-02"
"Malaysia",117,70,2000,2,"2000-02"
"Mauritius",118,70,2000,2,"2000-02"
"Hong Kong",119,70,2000,2,"2000-02"
"Tajikistan",120,70,2000,2,"2000-02"
"Sierra Leone",121,70,2000,2,"2000-02"
"Grenada",122,70,2000,2,"2000-02"
"Panama",123,70,2000,2,"2000-02"
"Libya",124,70,2000,2,"2000-02"
"Luxembourg",125,70,2000,2,"2000-02"
"Kazakhstan",126,70,2000,2,"2000-02"
"Liechtenstein",127,70,2000,2,"2000-02"
"Myanmar",128,70,2000,2,"2000-02"
"Tanzania",129,70,2000,2,"2000-02"
"Swaziland",130,70,2000,2,"2000-02"
"Turkmenistan",131,70,2000,2,"2000-02"
"St. Lucia",132,70,2000,2,"2000-02"
"Bangladesh",133,70,2000,2,"2000-02"
"Sudan",134,70,2000,2,"2000-02"
"Burundi",135,70,2000,2,"2000-02"
"Madagascar",136,70,2000,2,"2000-02"
"Fiji",137,70,2000,2,"2000-02"
"Bahrain",138,70,2000,2,"2000-02"
"St. Kitts and Nevis",139,70,2000,2,"2000-02"
"Tahiti",140,70,2000,2,"2000-02"
"Benin",141,70,2000,2,"2000-02"
"St. Vincent and the Grenadines",142,70,2000,2,"2000-02"
"Andorra",143,70,2000,2,"2000-02"
"Ethiopia",144,70,2000,2,"2000-02"
"Maldives",145,70,2000,2,"2000-02"
"Solomon Islands",146,70,2000,2,"2000-02"
"Rwanda",147,70,2000,2,"2000-02"
"Dominica",148,70,2000,2,"2000-02"
"Antigua and Barbuda",149,70,2000,2,"2000-02"
"Cayman Islands",150,70,2000,2,"2000-02"
"San Marino",151,70,2000,2,"2000-02"
"Gambia",152,70,2000,2,"2000-02"
"Sri Lanka",153,70,2000,2,"2000-02"
"Lesotho",154,70,2000,2,"2000-02"
"Dominican Republic",155,70,2000,2,"2000-02"
"Laos",156,70,2000,2,"2000-02"
"Nepal",157,70,2000,2,"2000-02"
"Yemen",158,70,2000,2,"2000-02"
"Kyrgyzstan",159,70,2000,2,"2000-02"
"Mauritania",160,70,2000,2,"2000-02"
"British Virgin Islands",161,70,2000,2,"2000-02"
"Suriname",162,70,2000,2,"2000-02"
"Bermuda",163,70,2000,2,"2000-02"
"Niger",164,70,2000,2,"2000-02"
"Botswana",165,70,2000,2,"2000-02"
"Chad",166,70,2000,2,"2000-02"
"Netherlands Antilles",167,70,2000,2,"2000-02"
"Eritrea",168,70,2000,2,"2000-02"
"Cambodia",169,70,2000,2,"2000-02"
"Palestine",170,70,2000,2,"2000-02"
"Philippines",171,70,2000,2,"2000-02"
"Guyana",172,70,2000,2,"2000-02"
"Korea DPR",173,70,2000,2,"2000-02"
"Guinea-Bissau",174,70,2000,2,"2000-02"
"Chinese Taipei",175,70,2000,2,"2000-02"
"Central African Republic",176,70,2000,2,"2000-02"
"Macau",177,70,2000,2,"2000-02"
"Tonga",178,70,2000,2,"2000-02"
"Cape Verde Islands",179,70,2000,2,"2000-02"
"Samoa",180,70,2000,2,"2000-02"
"Pakistan",181,70,2000,2,"2000-02"
"Cook Islands",182,70,2000,2,"2000-02"
"Papua New Guinea",183,70,2000,2,"2000-02"
"Vanuatu",184,70,2000,2,"2000-02"
"Brunei Darussalam",185,70,2000,2,"2000-02"
"Puerto Rico",186,70,2000,2,"2000-02"
"São Tomé e Príncipe",187,70,2000,2,"2000-02"
"Equatorial Guinea",188,70,2000,2,"2000-02"
"Bahamas",189,70,2000,2,"2000-02"
"Belize",190,70,2000,2,"2000-02"
"Aruba",191,70,2000,2,"2000-02"
"Seychelles",192,70,2000,2,"2000-02"
"Nicaragua",193,70,2000,2,"2000-02"
"US Virgin Islands",194,70,2000,2,"2000-02"
"Djibouti",195,70,2000,2,"2000-02"
"Turks and Caicos Islands",196,70,2000,2,"2000-02"
